Bateador,Etapa,Equipo,Pitcher,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,AVG,OBP,SLG,OPS,Unnamed: 18
Jean Segura,Serie Regular,Leones del Escogido,Enny Romero,8,0,1,1,0,0,3,0,0,1,0.125,0.125,0.25,0.375,
Jean Segura,Serie Regular,Leones del Escogido,Nick Wittgren,1,1,1,0,0,1,4,0,0,0,1.0,1.0,4.0,5.0,
Jean Segura,Serie Regular,Leones del Escogido,Braulio Torres-Perez,3,0,1,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,
Jean Segura,Serie Regular,Leones del Escogido,Amir Garrett,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Jean Segura,Serie Regular,Leones del Escogido,Evan Sisk,1,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,
Jean Segura,Serie Regular,Leones del Escogido,Jake Higginbotham,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Jean Segura,Serie Regular,Leones del Escogido,Randy Wynne,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Jean Segura,Serie Regular,Leones del Escogido,Sam McWilliams,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Johnny Cueto,2,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Wirfin Obispo,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Jhan Mariñez,2,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Pedro Strop,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Luis Gonzalez,2,0,1,1,0,0,2,0,0,0,0.0,0.5,0.5,1.0,1.5
Junio Lake,Serie Regular,Leones del Escogido,Richard Rodriguez,2,0,2,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,
Junio Lake,Serie Regular,Leones del Escogido,Williams Jerez,1,1,0,0,0,0,1,0,0,0,0.0,0.5,0.0,0.5,
Junio Lake,Serie Regular,Leones del Escogido,Pedro Payano,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Kurt Heyer,2,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Junior Fernandez,2,2,1,0,0,0,0,1,0,1,0.5,0.667,0.5,1.167,
Junio Lake,Serie Regular,Leones del Escogido,Gerson Garabito,2,0,1,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,
Junio Lake,Serie Regular,Leones del Escogido,Jonathan Hernandez,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Rodrigo Benoit,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Carlos Espinal,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Vladimir Gutierrez,7,2,2,0,0,0,0,0,0,2,0.286,0.286,0.286,0.571,
Junio Lake,Serie Regular,Leones del Escogido,Enny Romero,7,1,0,0,0,0,0,1,0,1,0.0,0.125,0.0,0.125,
Junio Lake,Serie Regular,Leones del Escogido,Nick Wittgren,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Edwin Nuñez,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Braulio Torres-Perez,3,0,3,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,
Junio Lake,Serie Regular,Leones del Escogido,Amir Garrett,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Evan Sisk,1,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,
Junio Lake,Serie Regular,Leones del Escogido,Jake Higginbotham,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Junio Lake,Serie Regular,Leones del Escogido,Randy Wynne,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Zoilo Almonte,Serie Regular,Leones del Escogido,Enny Romero,2,0,1,0,0,0,0,1,0,1,0.5,0.667,0.5,1.167,
Zoilo Almonte,Serie Regular,Leones del Escogido,Sam McWilliams,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,
Socrates Brito,Serie Regular,Leones del Escogido,Pedro Payano,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,
Socrates Brito,Serie Regular,Leones del Escogido,Carlos Espinal,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,
Socrates Brito,Serie Regular,Leones del Escogido,Enny Romero,2,1,1,0,0,0,0,1,0,0,0.5,0.667,0.5,1.167,
Erik Gonzalez,Serie Regular,Leones del Escogido,Johnny Cueto,1,1,1,1,0,0,0,0,0,0,1.0,1.0,2.0,3.0,
Erik Gonzalez,Serie Regular,Leones del Escogido,Jhan Mariñez,3,1,1,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,
Erik Gonzalez,Serie Regular,Leones del Escogido,Pedro Strop,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Erik Gonzalez,Serie Regular,Leones del Escogido,Richard Rodriguez,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Erik Gonzalez,Serie Regular,Leones del Escogido,Williams Jerez,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Erik Gonzalez,Serie Regular,Leones del Escogido,Kurt Heyer,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,
Erik Gonzalez,Serie Regular,Leones del Escogido,Junior Fernandez,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Erik Gonzalez,Serie Regular,Leones del Escogido,Gerson Garabito,2,1,1,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,
Erik Gonzalez,Serie Regular,Leones del Escogido,Jonathan Hernandez,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Erik Gonzalez,Serie Regular,Leones del Escogido,Carlos Espinal,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Erik Gonzalez,Serie Regular,Leones del Escogido,Daison Acosta,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
Erik Gonzalez,Serie Regular,Leones del Escogido,Vladimir Gutierrez,5,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,
Erik Gonzalez,Serie Regular,Leones del Escogido,Enny Romero,5,1,1,0,0,0,0,1,0,1,0.2,0.333,0.2,0.533,
Erik Gonzalez,Serie Regular,Leones del Escogido,Nick Wittgren,1,0,0,0,0,0,0,1,0,0,0.0,0.5,0.0,0.5,
Erik Gonzalez,Serie Regular,Leones del Escogido,Edwin Nuñez,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
